ID	log2fc	sterr	pval	padj	method
edb51ffda96c91071d56bfc98809695b	0.686	0.545	0.207	NA	DESeq2
0ff9b16d91ec5bd8798f5ecd8cb03bdf	0.059	0.540	0.913	NA	DESeq2
4788b3f54f99d207be709533265b8d56	-0.177	0.396	0.986	NA	DESeq2
3820e2436fd8d8bd6d972702ed19233d	-0.048	0.410	0.687	NA	DESeq2
84b756d442431423b05eff86f19eb21a	0.126	0.413	0.718	NA	DESeq2
47055e44719e22f4f1f864f6191bd367	-0.039	0.530	0.939	NA	DESeq2
a1c0dee298c97cda2af872800f7d5dc2	0.971	0.530	0.066	0.874	DESeq2
b0ce8c0098f25119bf2fe04ad54022f9	-0.554	0.415	0.241	NA	DESeq2
f0237154c5d5375e5bb43d8ea1a80ff8	0.368	0.554	0.506	NA	DESeq2
d8af0fe04bfca98fc0d71aefc8d28b1a	-0.261	0.469	0.572	NA	DESeq2
035ce62b0207f8523f0e640f40198cfc	-0.042	0.453	0.927	NA	DESeq2
110381bb4afc8b12cf9e3841e40d39f7	-0.319	0.556	0.566	NA	DESeq2
a6ad88a1f335eed94b72eacc91fc7240	0.034	0.412	0.935	0.995	DESeq2
370b7a66859a74a41e58e4e54389b68b	0.496	0.548	0.373	NA	DESeq2
64872a964e262f54ea8dc607dca90a9d	-0.254	0.369	0.952	NA	DESeq2
b055405ebe2956510dc628e429c55d43	-0.010	0.482	0.984	NA	DESeq2
e2e531be58f9376b7ce1fc298467ab4f	-0.292	0.373	0.382	NA	DESeq2
b61ad1a63a47b26141d9218562a8a0a6	0.201	0.507	0.692	NA	DESeq2
0607e0496b5dfd712f5feb4f3f5e9656	-0.108	0.552	0.846	NA	DESeq2
dc463584f525e1ad3ab5506fe0dbf8fa	-0.170	0.390	0.401	NA	DESeq2
e2b7fc6649c03d793313cf3b628efa16	0.458	0.498	0.358	NA	DESeq2
0f7188a069e944725d5e8fb52b3c8338	-0.070	0.529	0.895	NA	DESeq2
0497e7da7a2d15d41dd2280f5e139de8	0.101	0.495	0.838	NA	DESeq2
ebed27723ceca0b651b449f8bcec11be	-0.212	0.460	0.684	NA	DESeq2
9d822948f8cdabe69bed166938be7378	0.368	0.534	0.495	NA	DESeq2
c827fa25ee0df48c02ed0668f7b2c2d8	-0.290	0.482	0.993	NA	DESeq2
4d6ae87780dbcd1136f87ceadba4704b	0.340	0.524	0.516	NA	DESeq2
03c4a4f510cf1cbf5f4898e0c2eb5209	-0.897	0.556	0.100	0.973	DESeq2
c11aa5127085459133ec1dff26999c6c	0.119	0.553	0.830	NA	DESeq2
c5ba102373b4dd5688028e88ff52ea36	-0.368	0.370	0.376	NA	DESeq2
dd49deb3117bc3a6e1d476124b0f01fa	0.262	0.527	0.615	NA	DESeq2
fdd67755f3aac1061d259fd23511cd57	0.088	0.369	0.812	NA	DESeq2
05cddda3effad4eea58c7e78f19fcf00	0.193	0.421	0.655	NA	DESeq2
64adb96b66788a086eaaa8afea2f15aa	0.067	0.482	0.891	NA	DESeq2
4151b3bf9d30b3f9270a02959c06524d	-0.185	0.511	0.718	0.995	DESeq2
eed40e769a196b0bb97e9dd89f60fd53	-0.637	0.556	0.250	NA	DESeq2
8a3758c0ac0f3f1576425005fa123cd0	-0.128	0.524	0.805	NA	DESeq2
4a8c6869df92679fefd426431956cd2a	-0.528	0.505	0.285	NA	DESeq2
b34dc7f81bd0d40b5a5454c7e0d15a4c	-0.169	0.369	0.864	NA	DESeq2
0d8b89fe670b36bde56285990bdaae1f	-0.213	0.518	0.680	NA	DESeq2
c3fb5f7f803b5d3c3c89d7bce30dfdfa	0.081	0.495	0.870	NA	DESeq2
9f22050cab10ecc034d138deae45b7fc	0.052	0.556	0.926	NA	DESeq2
c35143e56c0c75fc361205a2ced3acc4	0.265	0.556	0.634	NA	DESeq2
2c2e31c962a09f1dff97b9a67a881344	-0.277	0.553	0.616	0.995	DESeq2
2fe0b120ab859048261af0c562863b13	-0.043	0.452	0.924	0.995	DESeq2
f91c38dac8988b7a5e8d499e6d406b9b	-0.324	0.369	0.770	NA	DESeq2
9a683d51b87d92387a7f39ceb67687d9	0.334	0.552	0.542	NA	DESeq2
151cb5831be2175f44c975a7a0a065fe	-1.130	0.540	0.022	NA	DESeq2
be02b25cadce704656512ca3297c1770	-0.148	0.369	0.694	NA	DESeq2
26528ea734990a2cb632e349ac38a012	0.361	0.314	0.249	0.995	DESeq2
36b1ebfe9f5da567d5694775cb91d4d6	-0.248	0.373	0.096	NA	DESeq2
ffffe5000530f72ead6822c108a73bfd	-0.498	0.378	0.187	0.995	DESeq2
6b58547ffe650790878ea997eebb1792	-0.392	0.370	0.619	NA	DESeq2
0ed9f196878e8832ca49df1ebdd62fed	0.003	0.546	0.995	NA	DESeq2
57c2587eb4a7c08f1142f3c41a22134a	-0.614	0.456	0.190	NA	DESeq2
0d36b7e5824df0a896aef19e4ceeb515	-0.849	0.480	0.077	0.911	DESeq2
b4ba589d5c568cce77e3bac410e28adb	-0.561	0.353	0.112	0.995	DESeq2
669c0f000873d8a233b8cc97c8e0d28c	-0.743	0.463	0.152	NA	DESeq2
7ff7e2fae811a23a222032cea010d59e	0.197	0.555	0.722	NA	DESeq2
05f86c7e86b7a87825bc36194e67b6bd	-0.082	0.394	0.497	NA	DESeq2
21a3408d632d763bf3df480a473ef9bb	-0.122	0.369	0.729	NA	DESeq2
63dcdba18a016001436e152d2b21cc04	0.093	0.399	0.305	NA	DESeq2
87e42a1e68bd1d30df786df62bc3c741	0.653	0.533	0.220	NA	DESeq2
f1c5811afdd663d358c8e09643433d2a	0.153	0.499	0.375	NA	DESeq2
7733e0cc5e3dbf6a503312811bd04ac3	0.396	0.536	0.460	NA	DESeq2
dfac430ef0a8b0e7402149dcfc19552e	-0.903	0.366	0.014	0.394	DESeq2
22c6f2582d7af9077a027dee43e29d20	-0.019	0.435	0.965	0.995	DESeq2
d030d40e041010d57471518f910c0501	0.413	0.545	0.457	NA	DESeq2
c67c5e351f0d97ea1dadf48890f1310f	-0.453	0.523	0.377	NA	DESeq2
5db71c4ec78c6cb88d8078d2aa93de6f	-0.006	0.482	0.990	NA	DESeq2
a22cff24362c5944243355b22fb2a597	0.379	0.512	0.455	NA	DESeq2
e653018ccfca62beffc7db7534b1fcd1	0.181	0.464	0.699	NA	DESeq2
fa79ebdb3e959582391865cb30beba04	0.075	0.408	0.853	NA	DESeq2
11f18f72e699a2b75d96be9a96b044b5	-0.282	0.396	0.466	NA	DESeq2
ee3a390902813a0ff4f59d3d30f799d7	-0.423	0.549	0.417	NA	DESeq2
bd6c833e2c1553c6b8a1c8b4d7485035	-0.090	0.480	0.851	0.995	DESeq2
ec25e652b742d9a9d48ce3bad1b1efb1	-0.120	0.372	0.793	NA	DESeq2
3d0b2d5676017ad77e2c555f7266be79	0.145	0.369	0.899	NA	DESeq2
6938f70ecfec96cbe7153a9051eb6c53	-0.137	0.370	0.845	NA	DESeq2
f7d99d5d4fc38e2eece89be4f2c22a46	-0.157	0.547	0.775	NA	DESeq2
90cadffc7fedd0dfa7e59852f4bfdf7b	0.227	0.556	0.682	NA	DESeq2
a9b5ee66324dc77c83538cc202eddc82	-0.148	0.369	0.652	NA	DESeq2
2807135cccacfd31d7e7dc89b9daba4c	-0.269	0.545	0.621	0.995	DESeq2
288dc61772b05baef1b1352b71449cab	0	0	1	NA	DESeq2
1f610dfe8a4f7cc60d971ed834128a0b	-0.921	0.423	0.030	0.654	DESeq2
c3ec6641b23f2bcd0c0b2d46747a0778	0.051	0.369	0.889	NA	DESeq2
9c421ae6cf070841bb7de72c6b760f3b	-0.219	0.459	0.666	NA	DESeq2
13839fa7d67664e74062d51e5e48f73d	-0.215	0.370	0.870	NA	DESeq2
df2ec1d09d56337610a1a9d11950d5eb	-0.300	0.470	0.047	NA	DESeq2
0b681fb223ea89005db5cacbe68dc2c2	-0.178	0.506	0.724	NA	DESeq2
689ecfcb535923e2b6a016e6c393571c	0.783	0.384	0.041	0.719	DESeq2
15af0fce0834be67a3fa25786b5a90e1	0.422	0.472	0.341	NA	DESeq2
5b69b798a9c44eefbeebdca95fe24280	-0.583	0.547	0.292	NA	DESeq2
45f142473cae0f0f72bba51ff3843b9d	-0.570	0.547	0.289	NA	DESeq2
0a2665f3c349fe8863d9c24448aafa35	-1.160	0.509	0.023	0.586	DESeq2
59ff4d4860758299b1f2b5ccea2e4e16	0.402	0.486	0.391	NA	DESeq2
85f020d8567613a020d811cbfe04d018	0.159	0.445	0.723	NA	DESeq2
26040d88346d51fd39736d72f7d26c42	0.160	0.468	0.730	NA	DESeq2
e89e23f1081810105b4724891bb5464a	0.019	0.464	0.968	NA	DESeq2
b39bc8a0d7a03e3846d347598eb9c96c	0.247	0.456	0.235	NA	DESeq2
08dbc417f9be940a56caf81f689707b3	-0.110	0.373	0.863	NA	DESeq2
ec3113c664b30aeeafa80b0de7680185	0.384	0.539	0.478	NA	DESeq2
b9af2bb159097c6736c813f2c04a4246	0.411	0.523	0.427	NA	DESeq2
9460b4efc61a8b38280343d108f3b635	0.140	0.419	0.751	NA	DESeq2
4265af1e5647905ca87a24fc9f009d13	-0.009	0.369	0.979	NA	DESeq2
66bffb3e1a35d919276c68f1cd14a414	-0.226	0.555	0.684	NA	DESeq2
c799fd080aefb09d3e14f3926f86e1ba	-0.047	0.493	0.206	NA	DESeq2
14b70cc1f4c5a2e96e545b8f7ff20544	0.126	0.520	0.808	0.995	DESeq2
972ad70372a7f2ebe11ba110f61380f0	-0.148	0.369	0.694	NA	DESeq2
95bfb50ffb2c33b72cdb4298db33d328	-0.100	0.443	0.786	NA	DESeq2
35735f0a1e4202007babfd9672acc7ba	0.149	0.437	0.733	0.995	DESeq2
9c9ae96df52b090a8eecc36304899da7	-0.373	0.492	0.448	NA	DESeq2
ecb857ec68dff60319c94a58f0499037	0.241	0.540	0.654	NA	DESeq2
66dc7eaaafd57a2708cfe57522852a20	0.005	0.544	0.992	NA	DESeq2
19a87cff1148b3ff43b876c9962f8048	0	0	1	NA	DESeq2
a0b71b0cd4e279454e1265475c3b3be7	-0.032	0.370	0.570	NA	DESeq2
5ea2c440a366ef4868c1060f0dd42706	-0.281	0.467	0.540	NA	DESeq2
bbc52ecf29f12fbb93c09da1ee624f78	0.393	0.317	0.215	0.995	DESeq2
ce80ace077e80e4a56bd1e5e3521043b	0.053	0.520	0.920	NA	DESeq2
84935a77ea27e4c6653267fe240c2128	-0.332	0.497	0.497	NA	DESeq2
4fe1faf3e476a479aaa9401809a1b520	0.536	0.441	0.224	0.995	DESeq2
ca8b2ad4178549f1ab464ee14bbfdd91	-0.130	0.526	0.805	0.995	DESeq2
e74ed76bd8f2863548028e44b5e25218	-0.013	0.400	0.698	NA	DESeq2
56ed977587bf2b64024ed07a9c9602c6	1.252	0.543	0.282	NA	DESeq2
0912461aebb6bb03fcdadce791fa55bd	0.204	0.543	0.707	NA	DESeq2
cb76c97419ec552c693234755aaacde3	-0.446	0.540	0.403	NA	DESeq2
d200b8e7f9730a4397902cabf73582c8	0.067	0.552	0.904	NA	DESeq2
345e595a0d05e06f5cb7ddc514b9fd79	-0.194	0.553	0.726	NA	DESeq2
29247f4b56d90d4b3327cc34cb87b4cd	-0.138	0.552	0.802	0.995	DESeq2
bc521bab00aeca8b6142478962c0bd85	0	0	1	NA	DESeq2
555e270007d9f0409be17f59ec4a2052	0.043	0.544	0.936	NA	DESeq2
5f87c6c37b0940d7dac314ac4f2929ef	0.195	0.534	0.714	0.995	DESeq2
249110da20e7167a82878a5a93109182	-0.704	0.552	0.195	NA	DESeq2
4b58e09d84cd8cea057472ffa4422748	-0.897	0.523	0.055	NA	DESeq2
d9a31d33072b038f47571506a617e5e9	0.276	0.554	0.618	NA	DESeq2
18d66bad10ecb311a3725ec3d756a83b	0.503	0.408	0.203	NA	DESeq2
9afaec7674263b520bb58845603c81db	0.112	0.543	0.836	NA	DESeq2
b17072f2abecdab08b6139bf4bf25fd9	-0.236	0.369	0.592	NA	DESeq2
d0c589829da69dbdf56f3a1f0f8763c0	0.299	0.421	0.450	NA	DESeq2
66812999b57a5deef5d242eac3c7ffe4	-0.251	0.369	0.565	NA	DESeq2
f25ebe1c230343ca05364940f40cdb32	-0.238	0.452	0.591	NA	DESeq2
173c57c1e3df40060e9cd3384b275fa4	0.702	0.530	0.162	NA	DESeq2
dbed5d507e555bccf37ba68a444d43d2	-0.283	0.556	0.611	NA	DESeq2
ad60c8bc3383daa06dba207cb942c454	-0.846	0.554	0.118	NA	DESeq2
0834cfc57a82091c9ff4da0c46770705	0.461	0.553	0.402	NA	DESeq2
b2178f8dfd09a5260bfe97a91cb2a67b	-0.322	0.548	0.556	NA	DESeq2
21c35219b8091cd8fede129a3a811db6	0.605	0.531	0.237	NA	DESeq2
4db8d5658cdec6912b77f62453973a3a	0.280	0.526	0.528	NA	DESeq2
3a8d86e9254ffcca52f3fabc784451d8	0.196	0.375	0.462	NA	DESeq2
7ddd39351dc182cdc061d1515a6f3a98	-0.308	0.369	0.925	NA	DESeq2
92641639a4e134dc5563472ffc7245b2	0.554	0.535	0.293	NA	DESeq2
e4eca6865814ba1933fc9de0184a0751	0.121	0.548	0.825	NA	DESeq2
b42687e4e4175e1a26e04012140b155e	-0.322	0.370	0.808	NA	DESeq2
da0dd743c5c7b3344ba2a1bf9e64e903	-0.204	0.340	0.549	0.995	DESeq2
ba5a83161614f842b5f60c4489c39ceb	0.031	0.521	0.953	NA	DESeq2
0acf3fb9ea867ffd7341598e025a1725	0	0	1	NA	DESeq2
079383edcb6ed65b5cf327b057fb8f98	-0.081	0.550	0.883	NA	DESeq2
a95def82fb97c4603bf6214bbfa8161c	0.123	0.465	0.793	NA	DESeq2
da167c1228c1d3386493b2c6c7fc1842	0.314	0.504	0.533	NA	DESeq2
10072f2c8938fc9d21331ebd02cb8851	0.039	0.369	0.915	NA	DESeq2
bd5bd80ab1b645928d269af1e5bfb546	-0.234	0.372	0.370	NA	DESeq2
7721c0532a1702027f0bbe2877092ee3	-0.647	0.541	0.218	NA	DESeq2
dfa1ed809c7bbd95f262e16b3022c5db	-1.206	0.264	0.000	0.001	DESeq2
4167bcd42c13d5d43be3970bf95e6ee3	0.019	0.473	0.968	0.995	DESeq2
db05ac1f241ada505007f7abc286f5ae	-0.100	0.374	0.699	0.995	DESeq2
0518a24ce544cf896e65a51562020029	0.010	0.526	0.985	NA	DESeq2
7cc1bbae15703a6ae42c5221d8fc8a56	0.169	0.443	0.711	NA	DESeq2
721f20c8eb97e2a534df9c784b82630b	0.634	0.544	0.232	NA	DESeq2
11eac52179bc3d4697b9b35149486ab9	0.316	0.523	0.546	NA	DESeq2
2a1b1c58034f05f114516f0b6c19bdf5	-0.579	0.384	0.131	0.995	DESeq2
1015c0570f9a68ceac38ad11a7d17f6d	-0.108	0.383	0.723	NA	DESeq2
040663c64495e2c4fddd31067c486857	-0.282	0.389	0.724	NA	DESeq2
b5807811e5140b32d9dba7a9640f1bab	0	0	1	NA	DESeq2
a2a196d902eff3f9f201711d7f764c84	-0.238	0.548	0.663	NA	DESeq2
1eebc75a92fbff44088ad963c3db38b5	0.276	0.555	0.619	NA	DESeq2
a43672876a318332b4d2e711391edc95	0	0	1	NA	DESeq2
4b6a940e7228e0068561f435ef7ac1fd	0.365	0.481	0.448	0.995	DESeq2
403a41ad3861c15138da0ed7598fc98c	0.120	0.519	0.817	NA	DESeq2
f23d19ab46e19ddee50ba15c5255fd82	0.305	0.452	0.499	0.995	DESeq2
ebf24634f558a1ea416fd46c07eb8aa9	1.048	0.536	0.032	NA	DESeq2
756e58a22b1b8f7068315b01e870d10b	-1.039	0.475	0.028	0.654	DESeq2
b34c36e4fcb96b35f0782dd6552e9c2d	0.962	0.541	0.058	NA	DESeq2
522780029755c84a7b671d12eb200b58	0.040	0.482	0.934	NA	DESeq2
e45318b280a9ff4b80f247ab0996edcf	-0.229	0.393	0.559	NA	DESeq2
929ac7d5479f3f25b16944b6374db92f	-0.440	0.399	0.497	NA	DESeq2
57d8fe056e88d2a60199e6796a1e2454	0.026	0.369	0.943	NA	DESeq2
53f21ab8dce5b63348e774b35aa0b31b	0.051	0.369	0.889	NA	DESeq2
a2401dbb10b5786938deb3bed18eb89d	-0.110	0.369	0.758	NA	DESeq2
942b1abd7fa903c92e26ec644a30a04c	-0.296	0.372	0.294	NA	DESeq2
7d41eb733585e4fc3e74655fdfb6e450	0.144	0.556	0.796	NA	DESeq2
b9578c42ea09e592aa711721dfe4c9ed	0.179	0.475	0.706	0.995	DESeq2
5401a84abf3149b7a3e9f2cc5f3a6a70	0.385	0.504	0.445	NA	DESeq2
268c691ae3b786fd8d44f5a565df25b9	-0.045	0.553	0.936	NA	DESeq2
363fb62e97d7e50a458f81e878aed842	-0.615	0.493	0.179	NA	DESeq2
19afbd940adcaee2353691fdc9d5bf19	0.392	0.485	0.419	NA	DESeq2
47af377e19c90df461e6f1cc57528ae7	0.381	0.556	0.492	NA	DESeq2
09e1bde8fc77b96e7716a01b6156dbb5	0.086	0.556	0.878	NA	DESeq2
fadf3dfcc49e14435d04fb927386d46f	0.753	0.556	0.174	NA	DESeq2
b387a77348fcee5e238fd722418cea65	0.237	0.556	0.669	0.995	DESeq2
22f54a9747586442bda6fa8ce1b2683d	0	0	1	NA	DESeq2
445802a55e575e7c48055b94054982f7	0.345	0.512	0.501	NA	DESeq2
ec9be0d2a95ab4f9fe3fa05e8699bf95	0.097	0.369	0.729	NA	DESeq2
1500b555ae7c4e0a993e1733989fde9d	-0.361	0.370	0.387	NA	DESeq2
e4fbf82fca1dd9f9032bdec4e8e1289b	-0.424	0.556	0.443	NA	DESeq2
478ba6429bfcb24558e63c92d1120b55	0.003	0.382	0.994	NA	DESeq2
cb440db8c2a53bbd33d00af352fc7818	-0.024	0.447	0.799	NA	DESeq2
6c89da2ef4dae7a70427bf52db1d849b	-0.497	0.532	0.340	NA	DESeq2
fb03d40cd446618747e4cff25e3ee747	-0.366	0.547	0.504	0.995	DESeq2
092438117ad5bf72b95702e1d50cad47	-0.562	0.443	0.205	0.995	DESeq2
bf5bcb8b272b6a354c5dca47d43d0555	0	0	1	NA	DESeq2
0e4da1b0ab27c37950e8e2401a6996ef	0.063	0.555	0.909	NA	DESeq2
04d2d32ee04daecae267f2bb19bb29f1	-0.193	0.372	0.559	NA	DESeq2
dd20c0be132455d3dc0700967c3b5c4b	0.170	0.538	0.753	NA	DESeq2
373d6b4efb0fd74660c7dcf67c04cbc5	0.050	0.531	0.925	NA	DESeq2
73c6f95b9cd4f2f55bfab94e59e16a52	-0.085	0.369	0.817	NA	DESeq2
af1789573268fc72ad5e7e6db9789b90	0.169	0.511	0.742	NA	DESeq2
028110593bf849753e4f72a74ac9dcd3	0.199	0.515	0.697	NA	DESeq2
c17d54312e57692951ce1408bc5f5bd9	-0.179	0.418	0.659	NA	DESeq2
27bfb0f8d0241b47cb7386579458ef7d	-0.156	0.422	0.719	NA	DESeq2
92dc8cc72946558e19ef28e1be788ee0	-0.069	0.516	0.893	NA	DESeq2
dd4ba76cc4461bdfde1b7784833fb13b	-0.151	0.556	0.785	0.995	DESeq2
96cf39a3d1029782e513601bd05f6c10	-0.186	0.369	0.636	NA	DESeq2
e353db2cc47cb28b4f1fc5e3b0e42429	-0.085	0.369	0.817	NA	DESeq2
c463118b08acd86d4084e28d35cea60b	0.232	0.554	0.673	NA	DESeq2
3a9c0778306e2ffd8ad6ed1dfc029f57	-0.256	0.509	0.614	NA	DESeq2
26c3c4257a5ae6763423eb674a80deef	-0.161	0.369	0.678	NA	DESeq2
f9485c246ce4f751fffb4cea663ff030	0.021	0.520	0.968	0.995	DESeq2
fb68c5b81194460153c2e5d02c3db3e1	-0.413	0.424	0.347	NA	DESeq2
9b15da043b2908ef3d95099c708b15ce	0.059	0.330	0.859	0.995	DESeq2
590f41232ce879e29f9edc522f18a072	-0.373	0.420	0.406	NA	DESeq2
299d3df7e25fcc0f3a37a8b1336c9522	-0.621	0.346	0.073	0.888	DESeq2
c32f5012840423f71046fa904980e2eb	-0.578	0.551	0.292	NA	DESeq2
11a13e65565ebf83cc5956d0febb4a10	-0.137	0.370	0.864	NA	DESeq2
70a0481f8ed505c00de43810f2895525	0.175	0.552	0.751	NA	DESeq2
eef60c88a2f7e490df9569c15febd9c8	-0.092	0.424	0.743	NA	DESeq2
80ff64feec7bcaf1718873333f4ec222	-0.046	0.371	0.448	NA	DESeq2
92a8cb483465dce45bf273e0552b0927	0.513	0.466	0.272	0.995	DESeq2
81b4daa3b1f533a298826a60a105f060	-0.072	0.369	0.845	NA	DESeq2
b9a89724d4f970597db7f6020f01c1e3	-0.270	0.370	0.829	NA	DESeq2
09f668f20d4e2737b0a1f4cb8493a7d0	-0.422	0.371	0.395	NA	DESeq2
5ee3ff61f90759666c0da27d2e9a4272	0.080	0.547	0.884	NA	DESeq2
ea23978393845759f4542ab0173ad842	-0.254	0.369	0.556	NA	DESeq2
ba56a517ab71188507a8c289647327af	0.134	0.554	0.811	NA	DESeq2
b3ddecdbd67b414e80848c7e9c744669	0	0	1	NA	DESeq2
c04b12b69f0a8a1bcfa88b580b337090	-0.104	0.369	0.814	NA	DESeq2
3ac80a581a106eb3e537f342ff5db6cf	-0.609	0.463	0.176	NA	DESeq2
de7123b06d17989c272e193142a900b3	0.259	0.414	0.539	NA	DESeq2
b0075e024cc2af7f6fc659312f52293c	-0.052	0.556	0.926	0.995	DESeq2
94d047f0f3e4e1efcc1efd4d41c76200	-0.546	0.444	0.218	0.995	DESeq2
9a83dfcea6e7b3fba9b384e365d44d20	0.222	0.545	0.682	NA	DESeq2
3232805757f0f2946a81fc38eae14e11	0.051	0.387	0.879	NA	DESeq2
2a3ea71b3ad9aae8e4999db710764cbf	-0.593	0.360	0.099	0.972	DESeq2
795f166367612b421afc5734721073a0	-0.166	0.552	0.762	NA	DESeq2
69d9353e7699dc992ace44b0c7abb0d0	0	0	1	NA	DESeq2
d19ae9c4a6628ceeb2df88b21aa6cd88	0	0	1	NA	DESeq2
b8ce46ebf93f4a972f01ea435bc74814	-0.327	0.531	0.536	NA	DESeq2
0139e0981f7d63894b7758b2fb159a90	0.436	0.487	0.362	NA	DESeq2
0bf3e1cf5ceabe8a96d8a6461d8d6dd6	-0.141	0.497	0.777	0.995	DESeq2
c40f29ee63930d00d6de9bbfface0cd0	0.082	0.505	0.871	0.995	DESeq2
d013b486041aefc2db413181fb19f1da	-0.174	0.541	0.747	NA	DESeq2
6fd524f80fb3473b954364885dfa5ed8	-0.279	0.386	0.442	NA	DESeq2
37e76138d860ad9928f7d6bb23b9de41	-0.124	0.521	0.812	NA	DESeq2
b537e1341cd8834c6623c44a995ea2b5	0.400	0.556	0.470	0.995	DESeq2
06e1fd40e0af694b28bda02c18d4c1f9	0.075	0.370	0.644	NA	DESeq2
de2205d948e7d53272d9f6c5461e88b4	-0.334	0.485	0.480	NA	DESeq2
d01aa13065974464cfc66fcf43779094	-0.220	0.384	0.078	NA	DESeq2
3046d3d403e9d69874020830b235e78c	-0.282	0.484	0.555	NA	DESeq2
7824b1b4f25d26be5d6ef3fea78177c5	0.444	0.367	0.226	0.995	DESeq2
b46dc684cde37780a4e63654042ad5cb	-0.259	0.555	0.640	NA	DESeq2
2cfa67b587568a491ee1352eba0875fe	-0.061	0.372	0.877	NA	DESeq2
d296db5c74647bc822255250d8be1d8b	-0.135	0.369	0.703	NA	DESeq2
4631ab469231bedee1878f5b43016c06	-0.046	0.389	0.906	0.995	DESeq2
b22aad0915f8c154037396edb8187446	0.152	0.511	0.767	0.995	DESeq2
e7f1cede49a1a939f0e5cc903af98a1b	-0.772	0.521	0.138	NA	DESeq2
acc1c107409235879154cdf50f1c905f	-0.688	0.554	0.207	0.995	DESeq2
4dafd4164819fbcba4e51ed87bb68a29	-0.047	0.382	0.902	NA	DESeq2
e0a30c359565b720e8b6172233552a69	0.561	0.556	0.315	NA	DESeq2
426b988a56eeceeefd91aaf6fac46848	-0.067	0.456	0.883	0.995	DESeq2
b53d982dd67266579736cfc046cae6f8	0.201	0.403	0.617	0.995	DESeq2
8edc824d4ff371f695b4bce4208be173	-0.025	0.552	0.964	0.995	DESeq2
3ae6759063e27f0bb0ef767bac9300c7	0	0	1	NA	DESeq2
0c1eb28753f6f2fd45fb6b14a57d345b	-0.308	0.434	0.453	0.995	DESeq2
7d73a43fb6e275c8b62e5d8f00290237	-0.286	0.556	0.607	NA	DESeq2
51a5ac9dd07be71ba1612424b2f7566a	0.449	0.523	0.386	NA	DESeq2
034b98df78b2223524e254920088b1b2	0.417	0.532	0.432	NA	DESeq2
a5c079cadb693a9f53a2a328fccfe02b	-0.097	0.369	0.788	NA	DESeq2
00d313638e903c510d1d28046dce5b52	-0.372	0.400	0.407	NA	DESeq2
4559b7650f1c36ee7f93bbe6eb495da3	-0.834	0.556	0.128	NA	DESeq2
04b983a9022cf0a1155b8f0486b74750	0.080	0.494	0.871	0.995	DESeq2
04992aadfecec1a3ef552ba67c238128	0.378	0.374	0.203	NA	DESeq2
c8ada1e24b20a48d84b9da10bf16b33b	-0.180	0.369	0.659	NA	DESeq2
d15443b93ef268c810c7a1db6f09e1fc	0.096	0.554	0.863	NA	DESeq2
0943a90a44fc053d7ebb13b4ac83813a	0.425	0.535	0.420	NA	DESeq2
0484c048f271abd9f3033d5c2c88ad1f	-0.158	0.520	0.761	0.995	DESeq2
c2a48543a027c6074ef367cf84a50fce	-0.241	0.546	0.657	NA	DESeq2
c663d464f47c99ea0f5047e7b142f59b	-0.060	0.547	0.912	NA	DESeq2
db3d6cf1a62f2228fcd1cf3b7b0c59c0	0.404	0.416	0.332	0.995	DESeq2
c35e5138c9d6838972e4c5f3dabff358	0.796	0.524	0.127	NA	DESeq2
81e7ec99dbb9a2dc7248f751b048de18	0.036	0.522	0.945	NA	DESeq2
c86af7aa03aa7e47f3b9ba9f640ddb16	0.211	0.556	0.704	NA	DESeq2
4cb6678a734441cebe6d464e82ab5f0b	-0.048	0.510	0.926	NA	DESeq2
964c2b1b3d513bc9fb18f89e26a08ff4	-0.209	0.495	0.671	NA	DESeq2
e8c056b04da8c7a1620dbfc8b9a4c626	0.583	0.534	0.433	0.995	DESeq2
85fd7e46923c593dfa72c7f17d8bf2fa	-0.090	0.553	0.870	NA	DESeq2
cb5d30f535d3c92939e2c7d42682bf5c	-0.229	0.523	0.662	NA	DESeq2
191f12947db9a8064d72a241af4d3aba	-0.096	0.408	0.804	NA	DESeq2
561d1fb71238f6a1143423bb38fc27ef	0.112	0.369	0.759	NA	DESeq2
6a64cc470a29df18acb11180be2f9652	0.112	0.531	0.833	NA	DESeq2
05af81f6d02f34159754812b66c69370	-0.190	0.461	0.681	NA	DESeq2
a4c38122bb98f39306eb8ee9618fe12d	0.142	0.556	0.798	NA	DESeq2
62ef868fbd48081427797f70f6871dfc	-0.094	0.543	0.863	NA	DESeq2
f2f9666078824b186c920341a9e36536	-0.569	0.478	0.233	0.995	DESeq2
256a4d25be7df42c825f5c7e96c75f6c	0.042	0.548	0.939	0.995	DESeq2
d797f61e260a9a07f22b80b556e5b066	0.133	0.520	0.798	NA	DESeq2
f02ef69db3564c31bebd0032a35a4879	0.266	0.544	0.624	NA	DESeq2
7c4aca75ca78c6b967020c11e5ad74d2	-0.500	0.406	0.211	NA	DESeq2
63d91b326b00cf2b2bb567a74565966d	-0.056	0.391	0.823	NA	DESeq2
2243ed2150c900b984ab90a9f50654df	-0.181	0.536	0.735	0.995	DESeq2
b465032e5c4dcc83f7f0f6e6180c7708	-0.035	0.369	0.925	NA	DESeq2
ce1fe75e48ec4cd23264e7b130b31ab0	0	0	1	NA	DESeq2
d6e66012dbdab5161f216ceec1c1f9a8	0.173	0.496	0.754	NA	DESeq2
