"","taxon","mean;difference (Infected - Healthy)","se (Infected - Healthy)","W","p;val","q;val","diff;abn"
"9c7cd4b8af8d381bbd57eabf3fb6d80c","9c7cd4b8af8d381bbd57eabf3fb6d80c"," 0;4604921899","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"3e0cc877ffbbec1e698a30dfff8407d5","3e0cc877ffbbec1e698a30dfff8407d5","-0;4833668204","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c83d5c88d4c3b4fff52e5d806fbac33f","c83d5c88d4c3b4fff52e5d806fbac33f"," 0;3810799797","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ae96c231c18c5cb17ed4ad093b8d5c52","ae96c231c18c5cb17ed4ad093b8d5c52","-0;3921561232","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0a7dccd640f53aeb41557705c14b6933","0a7dccd640f53aeb41557705c14b6933"," 1;1852722811","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"83ea79c156b48ac26b9cfaf604d2749d","83ea79c156b48ac26b9cfaf604d2749d"," 0;8148316920","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0bae6b5dc095a6d2f25ab49c1a6a9b31","0bae6b5dc095a6d2f25ab49c1a6a9b31"," 0;4650576675","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"cc190f6d2f3d5e8bceb7203359834eae","cc190f6d2f3d5e8bceb7203359834eae","-0;4875847476","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"41f90ca17950dc455a4cef66494e11c9","41f90ca17950dc455a4cef66494e11c9"," 0;8091411482","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c01b5a0eba006dcbf25adb235229c53a","c01b5a0eba006dcbf25adb235229c53a"," 0;3920222736","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"62fda9c642dc083caaaba6c7b6964f70","62fda9c642dc083caaaba6c7b6964f70","-0;7496819275","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"6eba1782b4b76596400075ffb189c282","6eba1782b4b76596400075ffb189c282"," 0;5009255821","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"7b4ea12915f5734d00d128c642afc641","7b4ea12915f5734d00d128c642afc641","-1;0052643755","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"107b74f95d10fdd4436c7d496a435085","107b74f95d10fdd4436c7d496a435085"," 0;6122413373","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0dd63ca258236f7fc0a8fc0d990b6a5c","0dd63ca258236f7fc0a8fc0d990b6a5c","-0;6970870077","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ae3d3ae3ec702cb4aa0a3ba552bc6fdd","ae3d3ae3ec702cb4aa0a3ba552bc6fdd"," 0;4954202007","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"eeef6c021ae3f4c83e3b5698502109ad","eeef6c021ae3f4c83e3b5698502109ad","-0;5172974487","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"8eaac60fbd23ce35c823f529c304bb1f","8eaac60fbd23ce35c823f529c304bb1f","-0;4973174846","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0564068f62952f801dd86d5075289e5f","0564068f62952f801dd86d5075289e5f"," 0;5174268485","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"cf30b5e7a0d1f6b8c1dda0e94f6ede37","cf30b5e7a0d1f6b8c1dda0e94f6ede37","-0;6757902682","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c6fa41863e087d1fe6e0a35a0f7d95f3","c6fa41863e087d1fe6e0a35a0f7d95f3","-0;4026046013","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4ed8f8fe598ed0de37588391ba9fab8a","4ed8f8fe598ed0de37588391ba9fab8a"," 0;4667190966","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"feb2bf9d8f55049e2c9ebb29c171b9d7","feb2bf9d8f55049e2c9ebb29c171b9d7"," 1;7719151652","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d765b57b216d52f666639be13a4c151a","d765b57b216d52f666639be13a4c151a","-0;7671564052","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"af2e03417c3f1c9dfeb95a930389e2e7","af2e03417c3f1c9dfeb95a930389e2e7"," 0;6074551845","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"dd4060699d04d07061586001ea39bb77","dd4060699d04d07061586001ea39bb77"," 0;5270077052","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e7e82a83e8d2fa64adddb5667679957e","e7e82a83e8d2fa64adddb5667679957e","-0;5898062077","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"86af3994fc6b5bb6ca12e76c61e2d0f4","86af3994fc6b5bb6ca12e76c61e2d0f4"," 0;9504664638","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"10c60ca07ccbd3f10f626330a9330b18","10c60ca07ccbd3f10f626330a9330b18","-0;5795526665","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"f0262272cfd5a59507cc6fa7062f326b","f0262272cfd5a59507cc6fa7062f326b","-0;6813072665","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c9b1474108fec0e439b981eac59377b6","c9b1474108fec0e439b981eac59377b6","-0;5349003729","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"5cd8e3a132aaa919d5a2bed85d67b0a1","5cd8e3a132aaa919d5a2bed85d67b0a1","-0;6556478026","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"133d10540ef753bac157ef415b4c6033","133d10540ef753bac157ef415b4c6033"," 0;3948393512","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c1c0bf6a6af826bb9ebb91eca40c50bb","c1c0bf6a6af826bb9ebb91eca40c50bb","-0;7401980969","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a7968f0dc3d44ebb46cf8480f415438a","a7968f0dc3d44ebb46cf8480f415438a","-0;6929391630","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"f32dfd3d03153e1e9afa38b30dc61c08","f32dfd3d03153e1e9afa38b30dc61c08","-0;5566415214","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"9b43c5200017cdc6dc6e8a50e86be14e","9b43c5200017cdc6dc6e8a50e86be14e","-0;5141605172","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"5b9948e2ee7aa2a963d440330e67d00f","5b9948e2ee7aa2a963d440330e67d00f","-0;9050279715","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"00c8d1c8dd9832a2e9bf9ae7a0a04473","00c8d1c8dd9832a2e9bf9ae7a0a04473","-0;6769122632","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d5b070978cc48332b1e7e7549d865c8c","d5b070978cc48332b1e7e7549d865c8c","-0;5082925510","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"eda4b25808dc22fc87311c7b71cf7213","eda4b25808dc22fc87311c7b71cf7213","-0;8905760575","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ca4b1247cd991855a24ee0431b499ad6","ca4b1247cd991855a24ee0431b499ad6","-0;5719850946","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"725894d04dc8c2581d10e64c53032ce2","725894d04dc8c2581d10e64c53032ce2"," 0;4250999890","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"107bf055b5638044cfe40e41e7bf8e21","107bf055b5638044cfe40e41e7bf8e21"," 0;2268839757","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"072910e17990acd1b3360d822f310972","072910e17990acd1b3360d822f310972"," 0;5282464751","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"301e9397499ccceabbb37a0e4bffa9a5","301e9397499ccceabbb37a0e4bffa9a5","-0;5836424743","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ed5a97863098838fd4f1bb0a5d41f964","ed5a97863098838fd4f1bb0a5d41f964","-0;3355681972","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c7c48443d241199cb68f0af82e1bd2dd","c7c48443d241199cb68f0af82e1bd2dd","-0;5052868972","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ec432f5d0e2d949bbb06d4be94fa2831","ec432f5d0e2d949bbb06d4be94fa2831"," 0;4618572332","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e328e8fb5613e62430c67d8f484f6e0d","e328e8fb5613e62430c67d8f484f6e0d","-0;7927763215","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"fe666bcbd22d00047945d7dbc8897cb9","fe666bcbd22d00047945d7dbc8897cb9","-0;8866986141","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a7091b2fb2bbf1774d560192a3ee83c8","a7091b2fb2bbf1774d560192a3ee83c8","-0;6807004560","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"346c0143c2f0c8e941277297b11e3960","346c0143c2f0c8e941277297b11e3960"," 0;7627441522","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e35d894c5302ccda4cc1bd449df9c8a0","e35d894c5302ccda4cc1bd449df9c8a0"," 0;5967286590","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b977fe6e401b6fc6012c57052139f2c1","b977fe6e401b6fc6012c57052139f2c1","-0;6462923445","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ce4c99927ebe8e2cd592a478c01d4cba","ce4c99927ebe8e2cd592a478c01d4cba","-0;4824975891","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"2dc11016e0efc73f3d0b817a1ed632a1","2dc11016e0efc73f3d0b817a1ed632a1","-0;3898625663","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4ebe2cc25d55ca61ba8661c78b0e4813","4ebe2cc25d55ca61ba8661c78b0e4813","-0;5353527547","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"05a9525759e6882c8bfa01029b336524","05a9525759e6882c8bfa01029b336524"," 0;4937793002","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"f4e00103617787a31ef0c9e8b2c4890b","f4e00103617787a31ef0c9e8b2c4890b","-0;4432868745","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"22be92ccf641c31a8b009003b16d8d9b","22be92ccf641c31a8b009003b16d8d9b","-0;7799731494","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0191c4275cb0e64769aa172c6db55c07","0191c4275cb0e64769aa172c6db55c07"," 0;8970409899","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"9232ec0184007f4746c62e56096ae5f9","9232ec0184007f4746c62e56096ae5f9","-0;3173244249","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d200486b06f0cb2dc67337e1c8164149","d200486b06f0cb2dc67337e1c8164149","-0;6059485335","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"30833970dcc845c04d4feafd10d6f682","30833970dcc845c04d4feafd10d6f682"," 0;7480257648","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"62f31a2812eab63805a834bdb7e0928b","62f31a2812eab63805a834bdb7e0928b","-0;4560252653","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"993d54893b01a3528028b4b88fb0ea7a","993d54893b01a3528028b4b88fb0ea7a"," 0;5352759838","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"8c58060961ed28e628792c6f9f8c0dcb","8c58060961ed28e628792c6f9f8c0dcb","-0;8135472279","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a26023dff7fd774808262c75b2d7c7c7","a26023dff7fd774808262c75b2d7c7c7","-0;6294049455","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"847dce774d8de9468433751367d5f775","847dce774d8de9468433751367d5f775"," 0;6723696368","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"096022fc5da7ef471e241d082b34c705","096022fc5da7ef471e241d082b34c705"," 0;5332849965","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a3311253d98991cbd77a225a6ee3368e","a3311253d98991cbd77a225a6ee3368e","-0;6940366471","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e7d9451c2c81c07c9b4c074853876bdd","e7d9451c2c81c07c9b4c074853876bdd","-0;2663559837","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c14fc21819e084d92e271bfd4ef2fc18","c14fc21819e084d92e271bfd4ef2fc18","-0;6617878484","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4e213617eb0e64edf83c3027badb8182","4e213617eb0e64edf83c3027badb8182","-0;6709460459","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"da7ce98c669e888b2ba3e1da02ee5b20","da7ce98c669e888b2ba3e1da02ee5b20"," 0;5859667772","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"54c586f422098760e4cc6ba90308b9d5","54c586f422098760e4cc6ba90308b9d5","-0;6052095938","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ee025e69d4a05a4119c1c7bdb2cd1fb3","ee025e69d4a05a4119c1c7bdb2cd1fb3","-0;2968285764","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b115239cd81380e5edf33380f5d22278","b115239cd81380e5edf33380f5d22278","-0;4499084182","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a8b19b52023d52a2b020335f8e7300ab","a8b19b52023d52a2b020335f8e7300ab","-0;8237047836","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"3ebbd54618f649a8e9117620f772ee51","3ebbd54618f649a8e9117620f772ee51","-0;4055436073","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"bdd15cf3ca7d005c6c19f97a4fe77903","bdd15cf3ca7d005c6c19f97a4fe77903"," 0;0000000000","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"5e5a5d05e3e2f061627baaa83184d2f7","5e5a5d05e3e2f061627baaa83184d2f7"," 0;4025241862","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d5b986fe33a6352d556bb11fa7022792","d5b986fe33a6352d556bb11fa7022792","-0;6559027078","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"6544eca85f3e232f861656784c0cdc5b","6544eca85f3e232f861656784c0cdc5b"," 0;4510204322","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"5655e9679d8b3908da0379369d431234","5655e9679d8b3908da0379369d431234"," 0;5450323190","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d76f9fedd37813cdbbb773046fa53ac3","d76f9fedd37813cdbbb773046fa53ac3","-1;0266540788","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"07dd07db82f9522d7047700d0bfab287","07dd07db82f9522d7047700d0bfab287"," 0;6598752340","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a6b738f4d51d80b07e859c7df81f9c3e","a6b738f4d51d80b07e859c7df81f9c3e"," 0;7422273518","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"439c79cc7f5c9ea9a9e4c8312c405204","439c79cc7f5c9ea9a9e4c8312c405204","-0;4409329029","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"3e4e91f111838cfb6d13141847ecca64","3e4e91f111838cfb6d13141847ecca64"," 0;3941029481","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ac7284b65ecbfb38da89f0417cd65752","ac7284b65ecbfb38da89f0417cd65752","-0;5382428062","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"1380cae05364d1923ab2a951dfd0f72e","1380cae05364d1923ab2a951dfd0f72e","-0;6619667726","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"a6c05816ce983505db7deb6c5f067bf0","a6c05816ce983505db7deb6c5f067bf0","-0;5395139114","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"5d548aa60aeb7b9a7da4f555159b08af","5d548aa60aeb7b9a7da4f555159b08af","-0;5826390822","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"593a8d9b3e73634c9af1b79f3d68b960","593a8d9b3e73634c9af1b79f3d68b960"," 0;4935757995","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"18e7ee9c7c59d942166241554330e826","18e7ee9c7c59d942166241554330e826"," 0;3745684955","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"fc3b77b63b9762f640e02f2c20021336","fc3b77b63b9762f640e02f2c20021336","-0;9491809041","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"6189af9ceb9b05ed84ff9aecac0fccc6","6189af9ceb9b05ed84ff9aecac0fccc6"," 0;5241210148","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"37efce74f2b3002ca5cc6323d732cfe5","37efce74f2b3002ca5cc6323d732cfe5"," 0;8148660940","0;18990290"," 4;2909617521","0;00001779010","0;03716727"," TRUE"
"b93d74d1c0b9608ac34654c19f78b61a","b93d74d1c0b9608ac34654c19f78b61a"," 0;7117810658","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"3bbd5d0c030065c2cd3b1dee4b13188e","3bbd5d0c030065c2cd3b1dee4b13188e","-0;6788432354","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e51a42a8e8014b68450dae3c48a791db","e51a42a8e8014b68450dae3c48a791db","-0;4659845451","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4f4f9492b137f51543a7b2f848d60b98","4f4f9492b137f51543a7b2f848d60b98"," 0;4426073582","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"877068c36063ecf94fac96d4229d3582","877068c36063ecf94fac96d4229d3582"," 0;6808619431","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"8767bde81e605d41890d76a5687193a9","8767bde81e605d41890d76a5687193a9","-0;5021767165","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"944d841c9e8590c0ceb2b61e6cc10e2a","944d841c9e8590c0ceb2b61e6cc10e2a","-0;5974004790","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4ea40e51bdc8db9e3190e4cfca27633c","4ea40e51bdc8db9e3190e4cfca27633c"," 0;5808645372","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d57d92e1876924ef14fea6ae117b97bb","d57d92e1876924ef14fea6ae117b97bb","-0;5947379734","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"9305a438947c5199e6f201881e362629","9305a438947c5199e6f201881e362629","-0;5286734662","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e7d1c27aa84f0c390c28039f5bc22729","e7d1c27aa84f0c390c28039f5bc22729","-0;4029635418","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0ad4835d0d87e3747ef19984a02cde3e","0ad4835d0d87e3747ef19984a02cde3e"," 0;6006019343","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"c1087b3a43a276ecf0f789bb54f3d01f","c1087b3a43a276ecf0f789bb54f3d01f"," 0;9756410755","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"9fc4e00760c7b7b9c04dcf5ccaba668c","9fc4e00760c7b7b9c04dcf5ccaba668c"," 0;7403885864","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"24377a24a9ac0ffda32f15bfbd08492b","24377a24a9ac0ffda32f15bfbd08492b","-0;3872158530","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"00b5ced2d56bde827ffed4bc7cf926f9","00b5ced2d56bde827ffed4bc7cf926f9","-0;3230333071","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b8a2511db38334dd294e66c4bf8de443","b8a2511db38334dd294e66c4bf8de443"," 0;4767899556","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"8d06093c2173b20680d9fb24dbf07d6c","8d06093c2173b20680d9fb24dbf07d6c"," 0;4837520992","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"87a4a2993b8b849cdb2d1be8a15f8f66","87a4a2993b8b849cdb2d1be8a15f8f66"," 0;5901364383","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e977c7754c378326e330fc15869849d0","e977c7754c378326e330fc15869849d0","-0;7592111637","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d8d5e11749406d95a041f3ef5a58883c","d8d5e11749406d95a041f3ef5a58883c","-1;4634299583","0;36860187","-3;9702184711","0;00007180676","0;03823197"," TRUE"
"6ea6a0b362afb2722ffa4368a281a9d3","6ea6a0b362afb2722ffa4368a281a9d3","-0;3424743184","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"848be6fb60b978ae49a229d4cb96cc33","848be6fb60b978ae49a229d4cb96cc33","-0;3606080312","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"7b76ea08a3300e7416f6e51923f0076b","7b76ea08a3300e7416f6e51923f0076b","-0;4115764724","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b6206f30969f43dec26be6b6bfea4ed3","b6206f30969f43dec26be6b6bfea4ed3"," 0;4308868784","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"380004ea48bf2a8032fceaa8601c9eec","380004ea48bf2a8032fceaa8601c9eec","-0;8331995372","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"39820b6334259ef3db89a7a373095025","39820b6334259ef3db89a7a373095025"," 0;7527947431","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"6a44328d30d96e6d5ddd1d058831d7ea","6a44328d30d96e6d5ddd1d058831d7ea"," 0;6550922627","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"20c4c6d776229c4f6ef9dbb3f847d2e8","20c4c6d776229c4f6ef9dbb3f847d2e8","-0;6512597973","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"12216e1409854ed57fd0724148262145","12216e1409854ed57fd0724148262145","-0;5409437941","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"e20119114b87d35ec4fe3a7eb708f258","e20119114b87d35ec4fe3a7eb708f258","-0;5854526850","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"578bb06360e46a49b4659d81a60caef1","578bb06360e46a49b4659d81a60caef1"," 0;8106888736","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"ba2f92200613370febfb91e293456f72","ba2f92200613370febfb91e293456f72","-0;5749835448","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"33097f86d53cd540b8f7abefac61a93a","33097f86d53cd540b8f7abefac61a93a","-0;4276171928","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"484473372084c332b5f73c0c697f461c","484473372084c332b5f73c0c697f461c","-0;5349938141","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"1f043632fb157bee29e90d16aed0f38b","1f043632fb157bee29e90d16aed0f38b"," 0;6432582363","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d875e88efb379ef5ce1d14fe7f77542e","d875e88efb379ef5ce1d14fe7f77542e","-0;2495701398","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"442c856277c50ba6a6b1ba79e7911736","442c856277c50ba6a6b1ba79e7911736"," 0;5073559895","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b615bcff643d09a4919c40df64edad30","b615bcff643d09a4919c40df64edad30","-0;4670870046","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"9bc9b53cea78e774fdee67fbbc4c69b1","9bc9b53cea78e774fdee67fbbc4c69b1","-0;3926891821","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4902f1ef198cacac898393fcac2de623","4902f1ef198cacac898393fcac2de623","-0;3293412905","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d5107809e1019bec762211f35eb22d80","d5107809e1019bec762211f35eb22d80","-0;1238922677","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"dd0b027dab82c6f0a6686604f5de70c6","dd0b027dab82c6f0a6686604f5de70c6","-0;5889300224","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"d44c3ee7c01b4d401d84bfd43e4aaddf","d44c3ee7c01b4d401d84bfd43e4aaddf","-1;0551722108","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4027c240dae7b82898e8ac6b8e35fbb5","4027c240dae7b82898e8ac6b8e35fbb5","-0;6100828475","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"35abbe99c049e4b43040f098d3a6ac5c","35abbe99c049e4b43040f098d3a6ac5c"," 0;4314287910","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"0ebed913dba1c526c594a6cc042a2352","0ebed913dba1c526c594a6cc042a2352"," 0;5105564238","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"510365c0d430c61f0b6a98ecfef9f022","510365c0d430c61f0b6a98ecfef9f022","-0;4515490287","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"f2716ae7bb8f7acdb890682ef4c50648","f2716ae7bb8f7acdb890682ef4c50648","-0;5641467438","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"4ca1d2915ce488dbd9523d371e9150b6","4ca1d2915ce488dbd9523d371e9150b6"," 1;0989106700","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"066a17ccf9cededd7655b6c77572085c","066a17ccf9cededd7655b6c77572085c"," 0;5249062587","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"2c13c2cd58d66a8d042adc46f393b2cc","2c13c2cd58d66a8d042adc46f393b2cc","-0;6210555902","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"122793f8ae27c9f90991a11b97385678","122793f8ae27c9f90991a11b97385678","-0;5003231385","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"b29a0b12292fb1903bd70ea1b52212c7","b29a0b12292fb1903bd70ea1b52212c7","-0;6183451583","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"067d479bd5b3fbc18c70382e18adc63f","067d479bd5b3fbc18c70382e18adc63f"," 1;1297266799","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"3ea1ea1ed3f260d47b64e27a464efb0a","3ea1ea1ed3f260d47b64e27a464efb0a"," 0;6005662378","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"90e4812b58aa5a2680c9a2bf4f035472","90e4812b58aa5a2680c9a2bf4f035472"," 0;4195135309","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"fd43d6caf52c01e0932b28bd6f909bcd","fd43d6caf52c01e0932b28bd6f909bcd","-0;6829102633","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"fc98c99f3815b54076495b3d516f11d1","fc98c99f3815b54076495b3d516f11d1"," 0;3043501792","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"559a057a04f03ce27680ea23b988a9ad","559a057a04f03ce27680ea23b988a9ad","-0;9615648388","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"6b6b29a70cb8de7bbc7a1f04328df5d8","6b6b29a70cb8de7bbc7a1f04328df5d8","-0;4773103879","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"1794815fc36aec69155cbf6bc3551fa4","1794815fc36aec69155cbf6bc3551fa4","-0;4197493857","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
"f5d9c3262e0fd4f244d0bd20b1e1c3b4","f5d9c3262e0fd4f244d0bd20b1e1c3b4","-0;4874020655","0;00000000","          Inf","0;00000000000","0;00000000"," TRUE"
