"","average","sd","ratio","ava","avb","cumsum","p","padj"
"dbaa753810241fb8133be15b4fc3e376",0;000117612250924282,9;12233957271248e-05,1;28927727351976,0;000463499994887345,0;000392090219675654,0;691503628411087,0;35,1
"7d1d11afabb0118be7ec02c99ed245f8",0;000117444236320809,8;84705333971317e-05,1;32749551529907,0;000258308414489137,0;00021131602743075,0;691712318345097,0;614,1
"83444819c6a49c0aa5e16c302ce019c7",0;00011741738564964,8;685691182519e-05,1;35184849636327,0;000257081445098698,0;000201703675451153,0;691920960567401,0;188,1
"0004276b152c892ebc666f7270a5d0ae",0;000117396707472927,0;00012424907793103,0;944849727883645,0;00017357542447684,0;000163583691813266,0;692129566046077,0;956,1
"7fa06faa4132f004cc8593a713fbda18",0;000117000000234156,0;000198777864325048,0;588596726458606,0;000146634565799942,0;000121004311131289,0;692337466604613,0;746,1
"d6da87e41ebf7e0fff4b6be3eec3f56f",0;000116933888449929,9;54899468420641e-05,1;22456753110704,0;000289667757571975,0;000282129796071667,0;692545249687279,0;997,1
"bb7ee05288ef77283b417bfca127dcf8",0;000116922342703319,0;000246218231919798,0;474872806094248,8;51522486867619e-05,0;000168799656840832,0;692753012253987,0;574,1
"f52910a9706830bca75b8ace5f81fb09",0;000116571009877831,9;40891152256299e-05,1;23894256629249,0;000298825220453781,0;000335979686558426,0;692960150527613,0;063,1
"3a93385c2f6627a4a1d23f3a25205c68",0;000116549902730725,0;000328392386032234,0;354910490279408,6;56387437132147e-05,0;000179678373016229,0;693167251295362,0;632,1
"6c6d027a70217e55cb63b356c89abaac",0;000116286543076735,0;000144846974734978,0;80282341615695,0;000172638770664043,0;000123116179214772,0;693373884092007,0;7,1
"89045195a30125e41627f6ef0bd4d4c8",0;000116163004137906,0;000176792541360611,0;657058285626224,9;77849525070977e-05,0;000174703418911768,0;693580297368872,0;387,1
"230aef9a5738067323a9b108e63ff13a",0;000116124041248634,0;000110570928022791,1;05022218159097,0;000170614700030447,0;000177173029624532,0;693786641411494,0;166,1
"56221556af1bfcdd26ebe1310e083204",0;000116086485094429,0;000113436534712219,1;02336064292632,0;000203183910375202,0;000183168287927934,0;69399291871954,0;949,1
"0f1895478a2e1912a0920328a7acfccc",0;00011607033241874,8;93199528090337e-05,1;29948940598859,0;000284241527255688,0;000321164397327375,0;694199167325447,0;839,1
"241ae0a8f3ec3751c481eb7ff137398b",0;000116020515582456,0;000492842382624873,0;23541099481853,0;000186459273170956,4;93230524181871e-05,0;69440532741043,1,1
"84b756d442431423b05eff86f19eb21a",0;000115939495322663,0;000148580306975445,0;780315357282337,0;000112873880671508,0;000177480371664809,0;694611343528257,0;443,1
"2e17e59f12aa5d7556edd8d1f753dd6f",0;000115901106846668,0;000157640373285259,0;735224767813375,0;000156339407777488,0;000229345058582457,0;694817291432532,0;748,1
"73986ef9bd950141fae753efa4969ce3",0;000115894535117195,8;9920132609899e-05,1;28886081184935,0;000275228015582728,0;000298309851284913,0;695023227659318,0;618,1
"4ccb5cc710c8fb33e8cfa3fa7c467ce0",0;00011589322063113,0;000145273986110174,0;797756182880794,6;64869049629763e-05,0;000212471336178207,0;695229161550357,0;033,1
"167a3a3ac27a8f89efcc864a4c25d8e6",0;000115793359090302,9;59689075183842e-05,1;20657160829012,0;000197347224495039,0;000199171663653885,0;695434917994643,0;845,1
"f63616cb620280fbf9893c3e1314109e",0;000115488226738148,0;000135636257187738,0;851455423001664,0;000168429922653579,0;000129677347910512,0;695640132240756,0;503,1
"5fa6ff3daf92a12f5489b8fd70d7cf5e",0;000115207808920817,0;000219636329693142,0;524538946183339,0;000111587204475634,0;000153261618939235,0;69584484820464,0;949,1
"e74ed76bd8f2863548028e44b5e25218",0;000115207480793319,9;34117307149292e-05,1;23332990312432,0;000175766641466087,0;000227650202855519,0;696049563585466,0;392,1
"2cd926d5bb857bf063154f153008c556",0;000115201487895427,0;000146088027301743,0;788575833510843,0;000212178156335275,0;000100724584059613,0;696254268317344,0;146,1
"f80b023254d4c3e0dbca8f3528661c71",0;000115173678282061,9;67896861382933e-05,1;18993751170451,0;000203109093517943,0;00018869952448256,0;696458923633546,0;514,1
"7349f4ce58859067b3ec0df9922f68fb",0;000115139491691589,0;000116990385236576,0;984179096929678,0;000156279001364186,0;000169365821318422,0;696663518202643,0;783,1
"f0476dca3d200b90490e20e27376d58d",0;000115123234629443,0;000121139229034624,0;950338181503031,0;000185943063357438,0;000139881683097221,0;696868083884114,0;683,1
"faa05d74b07520d516026e0bb436c8b9",0;000115121235849374,9;16070609392032e-05,1;25668517982229,0;000211297960373917,0;000208148471114131,0;697072646013897,0;92,1
"178b2b68b3ae94a3b10bf278613db91e",0;000114969742036159,0;000138232956949641,0;831710068084868,8;31653369076705e-05,0;000212318089746719,0;697276938950104,0;051,1
"ac8320e8aad5773fa29da0826b7583e8",0;000114946093043975,9;61485074507303e-05,1;19550574513991,0;000124310756560481,0;000242446993404629,0;697481189863759,0;051,1
"bae7657f337678cec08646b54029a672",0;000114845131617506,0;000178244643162108,0;644311826600352,0;000162832444098275,0;000118402473560398,0;697685261376243,0;704,1
"ec1868ba401e82509bdcbe531d0a1449",0;000114830424999083,9;52911209185858e-05,1;20504852804902,0;000203331672925461,0;000207074487574423,0;697889306756128,0;96,1
"b42687e4e4175e1a26e04012140b155e",0;00011469986761182,0;000121343134597237,0;945252222076946,0;000136586972854691,0;000185685297649872,0;698093120144955,0;689,1
"78b32b3932fec8d701e3e301f8ad789e",0;000114656431596392,0;000395438540182,0;289947539113466,0;000200540964262006,4;10747169773465e-05,0;698296856351117,0;455,1
"dcd3fe4a40c9d1a62338b25359dab79e",0;000114635840003538,9;08863430410851e-05,1;26130985324954,0;000190009737815913,0;000268720681529832,0;698500555967505,0;232,1
"320308330d1c7b96c4722fb8c7c21048",0;000114515171637305,9;67508834553434e-05,1;18360853717848,0;000146259054294413,0;000218995926512383,0;698704041164912,0;155,1
"370080179ca44192f9a4fe135ebab387",0;000114418921646889,0;000102617370261567,1;11500539679822,0;000156365552238214,0;000213961922913259,0;698907355333031,0;391,1
"b4ca2b295a765021d745681526442a44",0;000114352766458749,9;05207045069211e-05,1;26327746874756,0;000170391305524753,0;000265531451106889,0;699110551948154,0;091,1
"7237f06a2b0bcfed3c2901c84a60ad8a",0;000114075766353373,0;000249072736862608,0;458001818225088,0;000147302906755119,0;000100828580951372,0;699313256354076,0;851,1
"1b2fff8522c57bb8eb525839fba3903b",0;000114047287924036,0;000118435796539698,0;962946096164503,0;000158084145579052,0;000177376058251067,0;699515910155884,0;744,1
"689da902c40278e70c2a8805a2ab89ac",0;000113588981832011,9;2395408069003e-05,1;22937908069176,0;00019950918645795,0;000181960599347044,0;699717749580834,0;326,1
"e20119114b87d35ec4fe3a7eb708f258",0;000113574136053646,0;000115636895437829,0;982161754028656,0;000163782499328259,0;000187410310566203,0;699919562625908,0;558,1
"668a63fcb38cf6047d73767d40f76483",0;000113238181482545,0;000117718072739961,0;961943895672572,0;000137985577443802,0;000183790410134093,0;700120778703948,0;744,1
"1c885b761144281ed1734a6faa1f2881",0;000113207088453637,0;000103409346240569,1;09474716328131,0;000174633327107889,0;000187050932270452,0;70032193953192,0;706,1
"7a5f9bea95c96500beaebc97808b1735",0;000113171805878322,0;000106031914842389,1;06733718849222,0;000201567938980186,0;000154781719491648,0;700523037665301,0;32,1
"44f2c8a67d8c7433e929c1473129ebc6",0;000113167147204112,8;4885560711351e-05,1;33317311278571,0;000327906825260671,0;000332888875530442,0;700724127520554,0;93,1
"4c033fe8c417cd6d925048686e75a508",0;000113032363305623,0;000104784491695654,1;07871271288814,0;000104342411493307,0;000219135175156542,0;700924977874545,0;048,1
"a719c221330cf7f502d065fcffa4cd57",0;000113008708502515,0;000141008410230183,0;8014323990891,0;000140408760393619,0;000148865739975876,0;701125786195657,0;776,1
"9c9ae96df52b090a8eecc36304899da7",0;00011299407537234,0;00010586475284637,1;06734368460025,0;000335566486301122,0;000355563501321934,0;701326568514753,0;753,1
"bd72d79ae0630863a5ecb13a24ed9ebe",0;000112950390306228,0;000104771954441737,1;07805939965584,0;000180229597021611,0;000169959083044223,0;701527273208638,0;976,1
"d739f4168eb68a53ebdc38882fe6f541",0;000112937258434951,0;000158242722647293,0;713696380759808,0;000153911992585457,0;000131605018107093,0;701727954568136,0;803,1
"ac94f2abd0dc40ca0241ba04157ee4fa",0;000112843186494115,0;000101737887710568,1;10915597948269,0;000108376536544167,0;000228664284929198,0;701928468768582,0;033,1
"041141d9be3cae21dd07ee559bb25b65",0;000112614064472236,0;000157693719001216,0;71413157851498,0;000178277146865437,9;27094303305586e-05,0;702128575835727,0;309,1
"be3adf3e28663eb1dbb7464813ad1a9c",0;000112431357368264,9;65430007253908e-05,1;16457284861143,0;000340899468795781,0;00036488138583937,0;702328358245531,0;275,1
"23466c934938e03465c819493089b66e",0;000112316212046984,0;00012566119498942,0;893801877790831,0;000111631325274236,0;000184691376153254,0;702527936050407,0;264,1
"6e3a48687c7794f59b28bbd77036b1f9",0;000112028925662294,0;000121029963653408,0;92562967285614,0;000143783325586448,0;000163580401110001,0;702727003368107,0;935,1
"621d67cd28106ce5ea52d4e274c1656b",0;000111956903777499,8;02557203244351e-05,1;39500216713415,0;000235456865761258,0;000331730079220549,0;702925942708113,0;04,1
"a35f302cd8294879b917e75737ce4f03",0;000111948139226302,0;000162446223766587,0;689139683463222,0;000100116035736694,0;00017186975962111,0;703124866474145,0;505,1
"d11d8d48650407757bd355a0184efd39",0;000111935504273408,0;000172600831924719,0;648522391376592,7;78851184894357e-05,0;000179461749796718,0;703323767788776,0;203,1
"53471cd55f9db05905272e63e75c3d71",0;0001119094067678,9;08659865477271e-05,1;23158742913136,0;000205972431685434,0;000250421788607778,0;703522622730024,0;796,1
"74b35996cafecf38b7967dd215676e3e",0;000111744646305915,0;000107514836058876,1;03934164253129,0;000137222699140523,0;000174180998670383,0;703721184903818,0;156,1
"95d1730accd3dd0e1b5888ef6f07f4ab",0;00011172329124246,9;64142142184613e-05,1;158784440117,0;000202691750488692,0;000141760659630218,0;703919709131206,0;136,1
"32b1b755456fc8df90721e6a866c8a99",0;000111711087140728,0;000102873616660263,1;08590609300391,0;000184999252565222,0;000163924316847157,0;704118211672785,0;946,1
"ac7e1909a48fba6d1d7fd5b7763fe636",0;000111708164258912,0;000223333630075517,0;500185145520357,0;000117561371359149,0;000132812500359658,0;704316709020615,0;941,1
"caf8d206716c723d98e9977bdd391c3b",0;000111693108120514,0;000180657349168868,0;61825942113271,0;000147723605052983,0;000118285810365309,0;704515179614772,0;917,1
"a7968f0dc3d44ebb46cf8480f415438a",0;000111666669541389,0;000168696569375083,0;661937998828577,0;000142540639286497,0;000121968314721611,0;704713603229483,0;909,1
"4be1ea940dd9f39ed4842e6ad13f7495",0;00011147123813689,0;000117660987384551,0;94739335964069,0;000148789376091098,0;000163301653064121,0;704911679576688,0;862,1
"481d1f737e0765740eceb7ea88bbc599",0;00011143571317591,0;000127284272579243,0;875486899660237,0;000112525167694306,0;000178940224827771,0;705109692798601,0;374,1
"aec20934a58c0880732c990b5b2f6e21",0;000111313467079206,8;43892693304969e-05,1;31904764625068,0;000224246721480274,0;000291357017528666,0;70530748879802,0;249,1
"f209f08f91dafe21480ad618130fc3c2",0;000111264727654432,9;92024225156292e-05,1;12159284857084,0;000172303802713049,0;000172695387824946,0;705505198190999,0;761,1
"666345a4a25930b74af1bea31c00e39f",0;000111223632305343,9;51494110745214e-05,1;16893663396647,0;00018134566229321,0;000189057254554663,0;705702834560507,0;615,1
"4ee2689149f67b3bfdab765f8d2fa3a7",0;000111219916266443,9;53679539333487e-05,1;16621896223309,0;000188443441815337,0;000178490301056185,0;705900464326882,0;93,1
"eadd3b510ccc0c5a6443d08687a0bf7e",0;000111090796017343,0;000108151939377725,1;02717340675098,0;00015797845432385,0;000167536463173472,0;706097864655891,0;935,1
"e497b94fc3edc2f17841026b8be42e76",0;000110996474402393,0;000148515540529672,0;747372793490367,0;000122394857448259,0;000151478791695,0;706295097382195,0;578,1
"3e49e9eb22d42f6b2c5aed50af3fbb65",0;000110987002227407,0;000100345137682553,1;10605261790082,0;000164533221440104,0;000184001437389986,0;706492313277129,0;922,1
"51f43b9b44c65586c6dcd5d84d371157",0;000110788038822904,0;000129133081404185,0;857936925365696,0;00012781109386804,0;000163580881923651,0;706689175628448,0;789,1
"0581fa663e906bf1914efa6cec7418f5",0;000110229994605269,0;000204016256405185,0;540300055238479,7;34880100515035e-05,0;000176131008159486,0;706885046375457,0;375,1
"f983c6f3234019df27ed1b020e3509d6",0;000110179047675554,8;41611225086802e-05,1;30914422706506,0;000181014314252614,0;000282730920551285,0;707080826593447,0;065,1
"f79c9d8112a3bddd16bf150874fa2d30",0;000110169870070234,0;000151501544551525,0;727186448140569,0;000174001368612596,9;12718384396094e-05,0;707276590503496,0;303,1
"568d21e5dd788e927361122f8060d1ad",0;000110147576083945,0;000108286718820468,1;01718453826792,0;000193198840688369,0;000268417112552165,0;707472314798739,0;339,1
"a4b3fe753aea41fce7755c74609b90e0",0;000110144659609753,0;000142656846750954,0;772095150834508,0;000116972241615591,0;000168350516843826,0;707668033911618,0;57,1
"b5807811e5140b32d9dba7a9640f1bab",0;000110072324688365,8;3863685131719e-05,1;31251476149041,0;000222861751472161,0;000214053397747026,0;707863624490561,0;864,1
"cda487e061b2e8fb91045aa13e9abc26",0;000109990161950744,8;54547292062482e-05,1;28711614877719,0;000221260254357499,0;000226199053527456,0;708059069072247,0;994,1
"411cf9d2989028b255a78189abcd9596",0;000109976361216001,0;000131239922768791,0;837979472220117,0;000155394610239412,0;000133696607645305,0;708254489131024,0;397,1
"0b35df818ed53c0f7874fa0eb6f93d3c",0;000109954185070035,0;000152477103898708,0;721119317317825,9;37372947528229e-05,0;000170029825124058,0;708449869784389,0;278,1
"63f6ba4e9c433605061cfcadcc89e82e",0;000109845367884221,0;00010704489751671,1;02616164275438,0;000179719054564944,0;00014130662377172,0;708645057077466,0;695,1
"fa153528dca103f4511e140b3b24ae8c",0;000109842034203784,0;000110895570283925,0;990499746045374,0;000151402271257364,0;000159949035520131,0;708840238446834,0;775,1
"1c7c739d6d9e8b5d525fa6947e72261b",0;000109829935481668,0;00010392508886096,1;05681829753937,0;000190103359045392,0;00014476650489171,0;709035398317646,0;643,1
"ed1b2654f3ecb1bba82a236889ef04e5",0;0001097715001101,0;000148042336669622,0;741487216289152,0;000174579935220919,9;40634705036082e-05,0;709230454353018,0;07,1
"0dc934052e3ef5f255e2872e133a18fa",0;000109346347926289,9;41733798556608e-05,1;16111737832798,0;000174338280202121,0;000186073190430149,0;709424754923636,0;979,1
"997109915fd4c7e8c10d3557adc5c4e5",0;000109341616712667,0;000115647616913973,0;945472285814615,0;000136753553691542,0;00016821921348363,0;709619047087229,0;677,1
"eb88466e3eaf1987dea74d3fedd43b1f",0;00010923523788096,9;5321199227138e-05,1;14597003359837,0;000155582491682563,0;000182902999198223,0;709813150223313,0;348,1
"eafe87a6cfbd817e59d9ba89d1b9fa74",0;000109220221429776,8;84130996108098e-05,1;23533980722945,0;000130081322901918,0;000235751976068877,0;710007226676247,0;057,1
"f0d1fd54b02bb5b1f98fce6d68758493",0;000109217558885662,8;77202515498513e-05,1;24506664032528,0;00015693990729305,0;0002304578230726,0;710201298398032,0;212,1
"ad6220dd78768bd8b67d3ba996db0906",0;000109179284944782,0;000174539055166665,0;625529253842517,0;000115811586950886,0;000138813273108493,0;710395302109786,0;969,1
"c238b74bbf4ea614e5eab39081bbf5a7",0;0001091600196092,0;000127224623347547,0;858010161374196,0;000166853047782762,0;000152086246081178,0;710589271588429,0;975,1
"a720655c032f7e92213b0eb33e0e4149",0;000109060177255238,0;000226749417960716,0;48097224784997,0;000114007845946183,0;000126181357861623,0;710783063654412,0;621,1
"e0773f8b2f9543e32273a1ab527148b6",0;000108885658332642,9;3176053374337e-05,1;16860131320642,0;000165910518941552,0;000193583822579836,0;710976545612862,0;876,1
"7a2b37cd3c4d3fcbb31d0b7c4781cc10",0;000108766619613714,0;000133016806561736,0;817690804832493,0;000150183221585024,0;000146458821705403,0;711169816048098,0;934,1
"d8af0fe04bfca98fc0d71aefc8d28b1a",0;000108727693564216,0;000105821350295752,1;02746462089495,0;000122104732054122,0;000196341652090591,0;711363017314552,0;26,1
"e7f2483d59390ff4c15c3618905bc63b",0;00010871150097075,8;09512276650202e-05,1;34292590867927,0;000258763062127467,0;00019965415599228,0;711556189807936,0;263,1
"3ec05736c2812246dfb33458e010a317",0;000108625728495909,0;000126133980472774,0;86119321763064,0;0001177138369036,0;000160789647596582,0;711749209889821,0;262,1
"b4db9904643d797dd17964acfa58eb8b",0;000108270761583388,8;91807425775063e-05,1;21405987945537,0;000163257855994699,0;000241258379568519,0;711941599221114,0;133,1
"9dd4c29f73a5addb1114f5049b25f83c",0;000108098202979529,0;00012111914951768,0;89249473274868,0;000145479654985748,0;000142588333202224,0;712133681928219,0;779,1
"e8e70a6eec4ae50ae4a1d6e7ebd8c1a2",0;00010802224733034,0;000113909903904043,0;948313040640765,0;000131570088917913,0;000168854159649532,0;712325629667615,0;749,1
